CalfID,Birthdate,BirthTime,SingleTwinST,CrossbredYN,SexMF,BirthWtLbs,CalfSizeLgSm,D0Fed2Time,Time Fed,Date Fed,Time Fed,BdatTime,F2datTime,F3datTime,BtoM,HrsBtoMilk,FtoM,HrsF2toMilk
11305,6/26/2024,9:45,S,N,F,101.4,LG,19:02,7:00AM,6/27/2024,7:00,6/26/2024 9:45,6/26/2024 19:02,6/27/2024 7:00,0.885416667,21.25,0.498611111,11.96666667
11331,7/8/2024,12:00,S,Y,F,77.2,SM,20:55,7:00AM,7/9/2024,7:00,7/8/2024 12:00,7/8/2024 20:55,7/9/2024 7:00,0.791666667,19,0.420138889,10.08333333
11333,7/9/2024,6:00,S,Y,F,60,SM,15:30,7:00AM,7/10/2024,7:00,7/9/2024 6:00,7/9/2024 15:30,7/10/2024 7:00,1.041666667,25,0.645833333,15.5
11338,7/10/2024,8:10,S,Y,F,74,SM,17:35,7:00AM,7/11/2024,7:00,7/10/2024 8:10,7/10/2024 17:35,7/11/2024 7:00,0.951388889,22.83333333,0.559027778,13.41666667
11339,7/10/2024,9:36,S,N,F,64.6,SM,18:55,7:00AM,7/11/2024,7:00,7/10/2024 9:36,7/10/2024 18:55,7/11/2024 7:00,0.891666667,21.4,0.503472222,12.08333333
11340,7/10/2024,13:30,S,N,F,75.2,SM,22:20,7:00AM,7/11/2024,7:00,7/10/2024 13:30,7/10/2024 22:20,7/11/2024 7:00,0.729166667,17.5,0.361111111,8.666666667
11341,7/10/2024,14:00,S,N,F,69.2,SM,23:12,7:00AM,7/11/2024,7:00,7/10/2024 14:00,7/10/2024 23:12,7/11/2024 7:00,0.708333333,17,0.325,7.8
11358,7/15/2024,9:55,S,N,F,75.6,SM,18:56,7:00AM,7/16/2024,7:00,7/15/2024 9:55,7/15/2024 18:56,7/16/2024 7:00,0.878472222,21.08333333,0.502777778,12.06666667
11361,7/16/2024,13:02,S,Y,F,64.8,SM,21:30,7:00AM,7/17/2024,7:00,7/16/2024 13:02,7/16/2024 21:30,7/17/2024 7:00,0.748611111,17.96666667,0.395833333,9.5
11375,7/22/2024,14:30,S,N,F,60,SM,23:10,7:00AM,7/23/2024,7:00,7/22/2024 14:30,7/22/2024 23:10,7/23/2024 7:00,0.6875,16.5,0.326388889,7.833333333
11379,7/23/2024,13:10,S,N,F,88.2,LG,21:45,7:00AM,7/24/2024,7:00,7/23/2024 13:10,7/23/2024 21:45,7/24/2024 7:00,0.743055556,17.83333333,0.385416667,9.25
11387,7/25/2024,8:46,S,Y,F,70,SM,18:02,7:00AM,7/26/2024,7:00,7/25/2024 8:46,7/25/2024 18:02,7/26/2024 7:00,0.926388889,22.23333333,0.540277778,12.96666667
11388,7/25/2024,10:35,S,Y,F,70.6,SM,19:45,7:00AM,7/26/2024,7:00,7/25/2024 10:35,7/25/2024 19:45,7/26/2024 7:00,0.850694444,20.41666667,0.46875,11.25
11389,7/25/2024,11:48,S,Y,F,70.4,SM,20:50,7:00AM,7/26/2024,7:00,7/25/2024 11:48,7/25/2024 20:50,7/26/2024 7:00,0.8,19.2,0.423611111,10.16666667
11405,7/29/2024,11:00,S,N,F,75.2,SM,20:05,7:00AM,7/30/2024,7:00,7/29/2024 11:00,7/29/2024 20:05,7/30/2024 7:00,0.833333333,20,0.454861111,10.91666667
11406,7/30/2024,8:03,S,Y,F,68.4,SM,17:09,7:00AM,7/31/2024,7:00,7/30/2024 8:03,7/30/2024 17:09,7/31/2024 7:00,0.95625,22.95,0.577083333,13.85
11407,7/30/2024,12:55,S,N,F,60,SM,21:45,7:00AM,7/31/2024,7:00,7/30/2024 12:55,7/30/2024 21:45,7/31/2024 7:00,0.753472222,18.08333333,0.385416667,9.25
11413,8/2/2024,6:45,S,N,F,76.2,SM,15:45,7:00AM,8/3/2024,7:00,8/2/2024 6:45,8/2/2024 15:45,8/3/2024 7:00,1.010416667,24.25,0.635416667,15.25
11414,8/2/2024,10:00,S,N,F,73.8,SM,19:00,7:00AM,8/3/2024,7:00,8/2/2024 10:00,8/2/2024 19:00,8/3/2024 7:00,0.875,21,0.5,12
11429,8/6/2024,11:45,S,N,F,83.8,LG,21:42,7:00AM,8/7/2024,7:00,8/6/2024 11:45,8/6/2024 21:42,8/7/2024 7:00,0.802083333,19.25,0.3875,9.3
11430,8/6/2024,12:58,S,N,F,91.4,LG,20:28,7:00AM,8/7/2024,7:00,8/6/2024 12:58,8/6/2024 20:28,8/7/2024 7:00,0.751388889,18.03333333,0.438888889,10.53333333
11433,8/7/2024,11:00,S,N,F,71,SM,19:36,7:00AM,8/8/2024,7:00,8/7/2024 11:00,8/7/2024 19:36,8/8/2024 7:00,0.833333333,20,0.475,11.4
